,TF,Term,wTF
97,3,exploration,0.0003133159268929504
102,3,programming,0.0003133159268929504
104,3,interaction,0.0003133159268929504
107,3,repositories,0.0003133159268929504
108,3,central,0.0003133159268929504
110,3,ideas,0.0003133159268929504
122,3,topics,0.0003133159268929504
133,3,health,0.0003133159268929504
143,3,barack,0.0003133159268929504
154,3,makes,0.0003133159268929504
176,3,want,0.0003133159268929504
179,3,buy,0.0003133159268929504
181,3,advent,0.0003133159268929504
184,3,broad,0.0003133159268929504
187,3,effective,0.0003133159268929504
188,3,item,0.0003133159268929504
193,3,main,0.0003133159268929504
203,3,germany,0.0003133159268929504
217,3,becoming,0.0003133159268929504
219,3,libraries,0.0003133159268929504
222,3,fully,0.0003133159268929504
229,3,popularity,0.0003133159268929504
239,3,asia,0.0003133159268929504
241,3,collaborate,0.0003133159268929504
244,3,allows,0.0003133159268929504
248,3,internet,0.0003133159268929504
250,3,fablabs,0.0003133159268929504
254,3,issues,0.0003133159268929504
263,3,increasingly,0.0003133159268929504
268,3,basic,0.0003133159268929504
274,3,distinct,0.0003133159268929504
278,3,added,0.0003133159268929504
279,3,every,0.0003133159268929504
280,3,starting,0.0003133159268929504
282,3,turns,0.0003133159268929504
291,3,begin,0.0003133159268929504
295,3,workshops,0.0003133159268929504
296,3,invention,0.0003133159268929504
298,3,broader,0.0003133159268929504
305,3,promoting,0.0003133159268929504
306,3,family,0.0003133159268929504
315,3,increased,0.0003133159268929504
318,3,download,0.0003133159268929504
325,3,initially,0.0003133159268929504
331,3,programmable,0.0003133159268929504
332,3,microcontrollers,0.0003133159268929504
334,3,things,0.0003133159268929504
337,3,desktop,0.0003133159268929504
340,3,metals,0.0003133159268929504
352,3,easier,0.0003133159268929504
353,3,emerged,0.0003133159268929504
361,3,remain,0.0003133159268929504
363,3,involves,0.0003133159268929504
368,3,clothing,0.0003133159268929504
371,3,running,0.0003133159268929504
372,3,aided,0.0003133159268929504
374,3,young,0.0003133159268929504
378,3,synthetic,0.0003133159268929504
381,3,paper,0.0003133159268929504
387,3,essential,0.0003133159268929504
388,3,oils,0.0003133159268929504
389,3,pure,0.0003133159268929504
390,3,spring,0.0003133159268929504
402,3,perform,0.0003133159268929504
411,3,motorcycle,0.0003133159268929504
413,3,represented,0.0003133159268929504
418,3,style,0.0003133159268929504
430,3,show,0.0003133159268929504
432,3,compete,0.0003133159268929504
433,3,million,0.0003133159268929504
436,3,smaller,0.0003133159268929504
438,3,referred,0.0003133159268929504
439,3,mini,0.0003133159268929504
440,3,yet,0.0003133159268929504
444,3,don,0.0003133159268929504
452,3,titled,0.0003133159268929504
453,3,designers,0.0003133159268929504
462,3,bio,0.0003133159268929504
465,3,undertaken,0.0003133159268929504
474,3,modification,0.0003133159268929504
476,3,elements,0.0003133159268929504
477,3,advocacy,0.0003133159268929504
484,3,additional,0.0003133159268929504
487,3,garage,0.0003133159268929504
488,3,upon,0.0003133159268929504
489,3,participate,0.0003133159268929504
490,3,take,0.0003133159268929504
495,3,meeting,0.0003133159268929504
496,3,months,0.0003133159268929504
498,3,victoria,0.0003133159268929504
500,3,oakland,0.0003133159268929504
502,3,denver,0.0003133159268929504
515,3,maintain,0.0003133159268929504
518,3,fee,0.0003133159268929504
521,3,anyone,0.0003133159268929504
527,3,rotary,0.0003133159268929504
532,3,robots,0.0003133159268929504
534,3,proposes,0.0003133159268929504
545,3,fluorescent,0.0003133159268929504
546,3,bacteria,0.0003133159268929504
547,3,gene,0.0003133159268929504
549,3,engineer,0.0003133159268929504
551,3,care,0.0003133159268929504
556,3,functionality,0.0003133159268929504
557,3,described,0.0003133159268929504
558,3,genetics,0.0003133159268929504
559,3,works,0.0003133159268929504
561,3,rabbit,0.0003133159268929504
563,3,multimedia,0.0003133159268929504
566,3,institution,0.0003133159268929504
568,3,tends,0.0003133159268929504
569,3,replace,0.0003133159268929504
570,3,particular,0.0003133159268929504
572,3,left,0.0003133159268929504
573,3,generated,0.0003133159268929504
575,3,receive,0.0003133159268929504
576,3,nature,0.0003133159268929504
577,3,lack,0.0003133159268929504
582,3,weapons,0.0003133159268929504
586,3,biosecurity,0.0003133159268929504
587,3,included,0.0003133159268929504
590,3,educate,0.0003133159268929504
594,3,laptop,0.0003133159268929504
596,3,near,0.0003133159268929504
597,3,report,0.0003133159268929504
599,3,skill,0.0003133159268929504
600,3,greater,0.0003133159268929504
601,3,supervision,0.0003133159268929504
606,3,founders,0.0003133159268929504
611,3,purpose,0.0003133159268929504
612,3,artifacts,0.0003133159268929504
614,3,offered,0.0003133159268929504
619,3,schematics,0.0003133159268929504
621,3,layout,0.0003133159268929504
626,3,libre,0.0003133159268929504
627,3,improvements,0.0003133159268929504
630,3,logic,0.0003133159268929504
637,3,application,0.0003133159268929504
639,3,intellectual,0.0003133159268929504
640,3,property,0.0003133159268929504
647,3,radio,0.0003133159268929504
650,3,allowing,0.0003133159268929504
653,3,entirely,0.0003133159268929504
656,3,proprietary,0.0003133159268929504
662,3,hub,0.0003133159268929504
665,3,opencores,0.0003133159268929504
666,3,adafruit,0.0003133159268929504
670,3,implement,0.0003133159268929504
672,3,suggested,0.0003133159268929504
678,3,expressed,0.0003133159268929504
680,3,review,0.0003133159268929504
692,3,debates,0.0003133159268929504
693,3,constitutes,0.0003133159268929504
695,3,identifies,0.0003133159268929504
697,3,requirements,0.0003133159268929504
699,3,freedoms,0.0003133159268929504
700,3,status,0.0003133159268929504
702,3,signed,0.0003133159268929504
706,3,certified,0.0003133159268929504
707,3,slow,0.0003133159268929504
708,3,refer,0.0003133159268929504
709,3,previous,0.0003133159268929504
712,3,cover,0.0003133159268929504
715,3,refers,0.0003133159268929504
725,3,add,0.0003133159268929504
728,3,far,0.0003133159268929504
732,3,tabby,0.0003133159268929504
733,3,osvehicle,0.0003133159268929504
734,3,wide,0.0003133159268929504
737,3,patent,0.0003133159268929504
739,3,oss,0.0003133159268929504
741,3,lgpl,0.0003133159268929504
745,3,bring,0.0003133159268929504
747,3,leaders,0.0003133159268929504
748,3,balloon,0.0003133159268929504
752,3,copyleft,0.0003133159268929504
753,3,gnu,0.0003133159268929504
757,3,object,0.0003133159268929504
759,3,relies,0.0003133159268929504
761,3,dispersed,0.0003133159268929504
762,3,performed,0.0003133159268929504
764,3,private,0.0003133159268929504
765,3,setting,0.0003133159268929504
767,3,management,0.0003133159268929504
769,3,among,0.0003133159268929504
773,3,financial,0.0003133159268929504
777,3,mechanisms,0.0003133159268929504
778,3,taken,0.0003133159268929504
785,3,massachusetts,0.0003133159268929504
787,3,texas,0.0003133159268929504
788,3,registered,0.0003133159268929504
790,3,put,0.0003133159268929504
794,3,ethical,0.0003133159268929504
795,3,authors,0.0003133159268929504
797,3,details,0.0003133159268929504
798,3,maintains,0.0003133159268929504
800,3,contains,0.0003133159268929504
802,3,portal,0.0003133159268929504
808,3,remove,0.0003133159268929504
809,3,template,0.0003133159268929504
810,3,message,0.0003133159268929504
821,3,internal,0.0003133159268929504
822,3,combustion,0.0003133159268929504
829,3,compact,0.0003133159268929504
836,3,classic,0.0003133159268929504
845,3,novelty,0.0003133159268929504
848,3,newly,0.0003133159268929504
850,3,spain,0.0003133159268929504
851,3,distance,0.0003133159268929504
859,3,pack,0.0003133159268929504
863,3,flooded,0.0003133159268929504
864,3,next,0.0003133159268929504
865,3,sealed,0.0003133159268929504
867,3,difficult,0.0003133159268929504
868,3,longer,0.0003133159268929504
869,3,lithium,0.0003133159268929504
872,3,mounted,0.0003133159268929504
878,3,throttle,0.0003133159268929504
885,3,miles,0.0003133159268929504
891,3,end,0.0003133159268929504
896,3,unlike,0.0003133159268929504
897,3,golf,0.0003133159268929504
898,3,fuel,0.0003133159268929504
899,3,shortage,0.0003133159268929504
905,3,heavy,0.0003133159268929504
910,3,ford,0.0003133159268929504
914,3,paying,0.0003133159268929504
916,3,aftermarket,0.0003133159268929504
919,3,pedal,0.0003133159268929504
920,3,otherwise,0.0003133159268929504
921,3,choice,0.0003133159268929504
924,3,laws,0.0003133159268929504
925,3,right,0.0003133159268929504
932,3,efficient,0.0003133159268929504
933,3,enough,0.0003133159268929504
934,3,nine,0.0003133159268929504
935,3,suspension,0.0003133159268929504
938,3,total,0.0003133159268929504
940,3,candidates,0.0003133159268929504
941,3,close,0.0003133159268929504
942,3,maximum,0.0003133159268929504
943,3,substantial,0.0003133159268929504
945,3,handling,0.0003133159268929504
948,3,top,0.0003133159268929504
949,3,nathan,0.0003133159268929504
951,3,gravity,0.0003133159268929504
952,3,final,0.0003133159268929504
954,3,proper,0.0003133159268929504
955,3,stability,0.0003133159268929504
956,3,late,0.0003133159268929504
957,3,ice,0.0003133159268929504
958,3,heavier,0.0003133159268929504
959,3,disadvantage,0.0003133159268929504
960,3,direct,0.0003133159268929504
961,3,successfully,0.0003133159268929504
962,3,wilde,0.0003133159268929504
964,3,historic,0.0003133159268929504
965,3,principal,0.0003133159268929504
966,3,wires,0.0003133159268929504
968,3,time,0.0003133159268929504
970,3,specialized,0.0003133159268929504
971,3,strategies,0.0003133159268929504
972,3,welding,0.0003133159268929504
973,3,unique,0.0003133159268929504
974,3,except,0.0003133159268929504
977,3,vary,0.0003133159268929504
979,3,salvage,0.0003133159268929504
981,3,though,0.0003133159268929504
988,3,smog,0.0003133159268929504
989,3,step,0.0003133159268929504
992,3,flexible,0.0003133159268929504
993,3,anything,0.0003133159268929504
997,3,reading,0.0003133159268929504
998,3,explore,0.0003133159268929504
1000,3,grassroots,0.0003133159268929504
1002,3,capital,0.0003133159268929504
1004,3,named,0.0003133159268929504
1006,3,traces,0.0003133159268929504
1007,3,assembly,0.0003133159268929504
1008,3,experience,0.0003133159268929504
1014,3,innovative,0.0003133159268929504
1015,3,maintained,0.0003133159268929504
1020,3,stated,0.0003133159268929504
1025,3,contest,0.0003133159268929504
1026,3,automated,0.0003133159268929504
1027,3,letter,0.0003133159268929504
1029,3,trade,0.0003133159268929504
1034,3,bath,0.0003133159268929504
1037,3,industrial,0.0003133159268929504
1041,3,fabricated,0.0003133159268929504
1042,3,instance,0.0003133159268929504
1050,3,cam,0.0003133159268929504
1052,3,pla,0.0003133159268929504
1053,3,encouraged,0.0003133159268929504
1058,3,electrically,0.0003133159268929504
1060,3,linkages,0.0003133159268929504
1061,3,michael,0.0003133159268929504
1062,3,classroom,0.0003133159268929504
1063,3,additive,0.0003133159268929504
1066,3,smith,0.0003133159268929504
1067,3,glover,0.0003133159268929504
1072,3,polymer,0.0003133159268929504
1073,3,proceedings,0.0003133159268929504
1075,3,robert,0.0003133159268929504
1077,3,century,0.0003133159268929504
1078,3,turkey,0.0003133159268929504
1079,3,income,0.0003133159268929504
1080,3,verbal,0.0003133159268929504
1081,3,goods,0.0003133159268929504
1084,3,dedicated,0.0003133159268929504
1087,3,consumers,0.0003133159268929504
1090,3,civil,0.0003133159268929504
1091,3,global,0.0003133159268929504
1100,3,geographic,0.0003133159268929504
1101,3,eligible,0.0003133159268929504
1102,3,gap,0.0003133159268929504
1110,3,leader,0.0003133159268929504
1115,3,vietnam,0.0003133159268929504
1118,3,computational,0.0003133159268929504
1120,3,adds,0.0003133159268929504
1121,3,enter,0.0003133159268929504
1122,3,skilled,0.0003133159268929504
1124,3,visible,0.0003133159268929504
1125,3,sectors,0.0003133159268929504
1126,3,mathematical,0.0003133159268929504
1130,3,labor,0.0003133159268929504
1133,3,asian,0.0003133159268929504
1135,3,beginning,0.0003133159268929504
1136,3,award,0.0003133159268929504
1137,3,florida,0.0003133159268929504
1140,3,levels,0.0003133159268929504
1142,3,graduation,0.0003133159268929504
1143,3,pltw,0.0003133159268929504
1144,3,girl,0.0003133159268929504
1146,3,force,0.0003133159268929504
1148,3,age,0.0003133159268929504
1149,3,bairaq,0.0003133159268929504
1150,3,ministry,0.0003133159268929504
1153,3,nearly,0.0003133159268929504
1154,3,bachelor,0.0003133159268929504
