,TF,Term,Stem,wTF,SType,Score,wTFref
1541,131,leading,lead,0.0003405250844814141,raw,0.8496000328047536,0.0001456037308814807
607,25,abundance,abund,6.498570314530803e-05,raw,0.8478368821863725,2.7836007374400724e-05
860,25,creates,creat,6.498570314530803e-05,raw,0.8478368821863725,2.7836007374400724e-05
2812,25,mutually,mutual,6.498570314530803e-05,raw,0.8478368821863725,2.7836007374400724e-05
3142,25,map,map,6.498570314530803e-05,raw,0.8478368821863725,2.7836007374400724e-05
1652,246,organization,organ,0.0006394593189498311,raw,0.8472116867924543,0.0002740776110710225
2892,73,specifically,specif,0.00018975825318429945,raw,0.846783696201714,8.13667907867098e-05
604,169,relationship,relationship,0.0004393033532622823,raw,0.8464723152245758,0.00018842835761132798
3083,117,governments,govern,0.0003041330907200416,raw,0.8452104854041537,0.00013061511152603417
2963,23,sermon,sermon,5.978684689368339e-05,raw,0.844497980920858,2.569477603790836e-05
1301,113,bible,bibl,0.0002937353782167923,raw,0.8437607895863297,0.00012633264885304944
1063,605,god,god,0.0015726540161164545,raw,0.8433966592236383,0.0006766291023315868
606,44,empirical,empir,0.00011437483753574213,raw,0.8426058327688203,4.9248320739324355e-05
7204,21,reformers,reform,5.4587990642058745e-05,stem,0.8405375797047612,2.3553544701415994e-05
3603,14,correlates,correl,3.63919937613725e-05,stem,0.8405375797047612,1.570236313427733e-05
55,42,insight,insight,0.00010917598128411749,raw,0.8405375797047611,4.7107089402831995e-05
3877,21,politically,polit,5.4587990642058745e-05,raw,0.8405375797047611,2.3553544701415998e-05
6708,21,protestantism,protestant,5.4587990642058745e-05,raw,0.8405375797047611,2.3553544701415998e-05
2978,61,conception,concept,0.00015856511567455159,raw,0.8390483761532932,6.851940276775563e-05
390,99,widely,wide,0.0002573433844554198,raw,0.8377865463328713,0.0001113440294976029
1302,19,cites,cite,4.93891343904341e-05,raw,0.8357643009521034,2.1412313364923634e-05
7525,19,margaret,margaret,4.93891343904341e-05,raw,0.8357643009521034,2.1412313364923634e-05
10918,19,sectors,sector,4.93891343904341e-05,raw,0.8357643009521034,2.1412313364923634e-05
4707,74,selection,select,0.00019235768131011178,raw,0.834413861854232,8.350802212320217e-05
2802,129,policies,polici,0.00033532622822978945,raw,0.834215113965274,0.0001456037308814807
3681,108,notes,note,0.0002807382375877307,raw,0.8329903740693781,0.0001220501861800647
964,72,attempts,attempt,0.00018715882505848712,raw,0.8329903740693781,8.13667907867098e-05
587,176,project,project,0.00045749935014296854,raw,0.8317949166646046,0.00019913451429378977
2835,193,relations,relat,0.000501689628281778,raw,0.8316277904003232,0.00021840559632222106
293,140,november,novemb,0.000363919937613725,raw,0.8314877441848434,0.00015845111890043487
6408,68,fellowship,fellowship,0.00017676111255523786,raw,0.8298991814997055,7.708432811372508e-05
4167,34,columbia,columbia,8.838055627761893e-05,raw,0.8298991814997055,3.854216405686254e-05
9700,34,marry,marri,8.838055627761893e-05,raw,0.8298991814997055,3.854216405686254e-05
1682,17,pilgrimage,pilgrimag,4.4190278138809465e-05,raw,0.8298991814997055,1.927108202843127e-05
2474,17,preference,prefer,4.4190278138809465e-05,raw,0.8298991814997055,1.927108202843127e-05
2776,17,proclaimed,proclaim,4.4190278138809465e-05,raw,0.8298991814997055,1.927108202843127e-05
12509,17,heavenly,heavenli,4.4190278138809465e-05,raw,0.8298991814997055,1.927108202843127e-05
12829,17,similarity,similar,4.4190278138809465e-05,raw,0.8298991814997055,1.927108202843127e-05
1867,113,goal,goal,0.0002937353782167923,raw,0.8269536712699486,0.0001284738801895418
2785,64,italy,itali,0.00016636340005198857,raw,0.8264329735232193,7.280186544074035e-05
9567,32,employers,employ,8.318170002599429e-05,raw,0.8264329735232193,3.6400932720370175e-05
7959,62,elected,elect,0.00016116454380036391,raw,0.82453723835832,7.066063410424798e-05
4603,182,included,includ,0.00047309591889784246,raw,0.8232061233531213,0.00020769943963975924
9492,30,unemployment,unemploy,7.798284377436964e-05,raw,0.8225190742020828,3.4259701383877815e-05
4823,15,parameters,paramet,3.899142188718482e-05,raw,0.8225190742020828,1.7129850691938907e-05
5355,15,radiant,radiant,3.899142188718482e-05,raw,0.8225190742020828,1.7129850691938907e-05
5523,15,nutrition,nutrit,3.899142188718482e-05,raw,0.8225190742020828,1.7129850691938907e-05
6677,15,declare,declar,3.899142188718482e-05,raw,0.8225190742020828,1.7129850691938907e-05
7750,15,undermine,undermin,3.899142188718482e-05,raw,0.8225190742020828,1.7129850691938907e-05
9043,15,gibson,gibson,3.899142188718482e-05,raw,0.8225190742020828,1.7129850691938907e-05
9731,15,engaging,engag,3.899142188718482e-05,raw,0.8225190742020828,1.7129850691938907e-05
11824,15,hoover,hoover,3.899142188718482e-05,raw,0.8225190742020828,1.7129850691938907e-05
12441,15,archbishop,archbishop,3.899142188718482e-05,raw,0.8225190742020828,1.7129850691938907e-05
7917,10,affiliates,affili,2.5994281258123212e-05,stem,0.8225190742020826,1.1419900461292605e-05
34,320,research,research,0.0008318170002599428,raw,0.820567854070821,0.0003661505585401941
1137,43,historic,histor,0.00011177540940992982,raw,0.8196163145441215,4.9248320739324355e-05
2891,43,dedicated,dedic,0.00011177540940992982,raw,0.8196163145441215,4.9248320739324355e-05
3076,43,governmental,government,0.00011177540940992982,raw,0.8196163145441215,4.9248320739324355e-05
3574,28,governed,govern,7.2783987522745e-05,raw,0.8180647238527027,3.211847004738545e-05
1292,14,scriptural,scriptur,3.63919937613725e-05,stem,0.8180647238527027,1.6059235023692724e-05
2660,338,union,union,0.0008786067065245646,raw,0.8129496231859321,0.00038970410324161013
3254,104,agency,agenc,0.0002703405250844814,raw,0.8129496231859321,0.00011990895484357235
4237,65,nationalism,nation,0.00016896282817780087,raw,0.8129496231859321,7.494309677723272e-05
237,26,organize,organ,6.758513127112035e-05,raw,0.8129496231859321,2.9977238710893088e-05
2297,26,gods,god,6.758513127112035e-05,raw,0.8129496231859321,2.9977238710893088e-05
801,13,supportive,support,3.379256563556018e-05,raw,0.8129496231859321,1.4988619355446544e-05
1907,13,morals,moral,3.379256563556018e-05,raw,0.8129496231859321,1.4988619355446544e-05
2654,13,sword,sword,3.379256563556018e-05,raw,0.8129496231859321,1.4988619355446544e-05
4680,13,adaptations,adapt,3.379256563556018e-05,raw,0.8129496231859321,1.4988619355446544e-05
4706,13,rigorous,rigor,3.379256563556018e-05,raw,0.8129496231859321,1.4988619355446544e-05
5244,13,continuum,continuum,3.379256563556018e-05,raw,0.8129496231859321,1.4988619355446544e-05
5565,13,descriptive,descript,3.379256563556018e-05,raw,0.8129496231859321,1.4988619355446544e-05
7242,13,medal,medal,3.379256563556018e-05,raw,0.8129496231859321,1.4988619355446544e-05
8415,13,experiencing,experienc,3.379256563556018e-05,raw,0.8129496231859321,1.4988619355446544e-05
9159,13,recipient,recipi,3.379256563556018e-05,raw,0.8129496231859321,1.4988619355446544e-05
10362,13,correspond,correspond,3.379256563556018e-05,raw,0.8129496231859321,1.4988619355446544e-05
11065,13,liability,liabil,3.379256563556018e-05,raw,0.8129496231859321,1.4988619355446544e-05
2132,37,explains,explain,9.617884065505589e-05,raw,0.8090960538699421,4.282462672984727e-05
4492,48,controversy,controversi,0.00012477255003899142,raw,0.8070148876661175,5.567201474880145e-05
412,24,guaranteed,guarante,6.238627501949571e-05,raw,0.8070148876661175,2.7836007374400724e-05
6466,24,contradiction,contradict,6.238627501949571e-05,raw,0.8070148876661175,2.7836007374400724e-05
1370,12,evolving,evolv,3.1193137509747856e-05,stem,0.8070148876661175,1.3918003687200362e-05
701,59,universities,univers,0.00015336625942292696,raw,0.8057119558857015,6.851940276775563e-05
2047,92,female,femal,0.00023914738757473356,raw,0.8036759864006029,0.00010706156682461816
2873,57,markets,market,0.00014816740317130233,raw,0.8029744781291126,6.637817143126326e-05
771,68,aim,aim,0.00017676111255523786,raw,0.8025002073115911,7.922555945021744e-05
7853,32,protesters,protest,8.318170002599429e-05,stem,0.801535421901492,3.731860329315262e-05
91,123,teaching,teach,0.00031972965947491553,raw,0.8014021507611602,0.00014346249954498835
217,99,interpretation,interpret,0.0002573433844554198,raw,0.8000462183500242,0.00011562649217058762
3121,66,affected,affect,0.0001715622563036132,raw,0.8000462183500242,7.708432811372508e-05
7794,66,challenge,challeng,0.0001715622563036132,raw,0.8000462183500242,7.708432811372508e-05
577,44,aimed,aim,0.00011437483753574213,raw,0.8000462183500242,5.138955207581672e-05
2957,44,interpreted,interpret,0.00011437483753574213,raw,0.8000462183500242,5.138955207581672e-05
655,33,emphasized,emphas,8.57811281518066e-05,raw,0.8000462183500242,3.854216405686254e-05
7640,33,partnership,partnership,8.57811281518066e-05,raw,0.8000462183500242,3.854216405686254e-05
1636,22,convert,convert,5.718741876787107e-05,raw,0.8000462183500242,2.569477603790836e-05
2646,22,traced,trace,5.718741876787107e-05,raw,0.8000462183500242,2.569477603790836e-05
4595,22,tribes,tribe,5.718741876787107e-05,raw,0.8000462183500242,2.569477603790836e-05
540,11,characterize,character,2.8593709383935534e-05,raw,0.8000462183500242,1.284738801895418e-05
5884,11,surgery,surgeri,2.8593709383935534e-05,raw,0.8000462183500242,1.284738801895418e-05
5965,11,contributors,contributor,2.8593709383935534e-05,raw,0.8000462183500242,1.284738801895418e-05
6529,11,album,album,2.8593709383935534e-05,raw,0.8000462183500242,1.284738801895418e-05
9539,11,unmarried,unmarri,2.8593709383935534e-05,raw,0.8000462183500242,1.284738801895418e-05
10027,11,stances,stanc,2.8593709383935534e-05,stem,0.8000462183500242,1.284738801895418e-05
10880,11,withdrawal,withdraw,2.8593709383935534e-05,raw,0.8000462183500242,1.284738801895418e-05
11037,11,capitalists,capitalist,2.8593709383935534e-05,stem,0.8000462183500242,1.284738801895418e-05
13236,11,perennis,perenni,2.8593709383935534e-05,stem,0.8000462183500242,1.284738801895418e-05
14039,11,contemplative,contempl,2.8593709383935534e-05,stem,0.8000462183500242,1.284738801895418e-05
14098,11,helper,helper,2.8593709383935534e-05,raw,0.8000462183500242,1.284738801895418e-05
255,108,uses,use,0.0002807382375877307,raw,0.7985041979982088,0.00012633264885304944
1228,64,consequences,consequ,0.00016636340005198857,raw,0.797445436649967,7.494309677723272e-05
1422,84,conscious,consciou,0.00021835196256823498,raw,0.7960858171339272,9.849664147864871e-05
3526,42,locke,lock,0.00010917598128411749,stem,0.7960858171339272,4.9248320739324355e-05
5992,42,originally,origin,0.00010917598128411749,raw,0.7960858171339272,4.9248320739324355e-05
1640,135,jewish,jewish,0.00035092279698466336,raw,0.7951201000139685,0.00015845111890043487
1142,80,origin,origin,0.0002079542500649857,raw,0.7917474155353291,9.421417880566399e-05
3342,20,tropical,tropic,5.1988562516246424e-05,raw,0.7917474155353291,2.3553544701415998e-05
3899,29,obligation,oblig,7.538341564855731e-05,raw,0.7886175225264014,3.4259701383877815e-05
1278,76,distinct,distinct,0.0001975565375617364,raw,0.7869741367826714,8.993171613267926e-05
5569,38,launched,launch,9.87782687808682e-05,raw,0.7869741367826714,4.496585806633963e-05
2830,123,projects,project,0.00031972965947491553,raw,0.7865870649760197,0.0001456037308814807
1180,94,eventually,eventu,0.0002443462438263582,raw,0.7859614784682852,0.0001113440294976029
376,177,institutions,institut,0.0004600987782687809,raw,0.7850926686829659,0.0002098406709762516
1653,90,institute,institut,0.00023394853132310893,raw,0.7816970796818279,0.00010706156682461816
10193,9,flourishing,flourish,2.339485313231089e-05,stem,0.7816970796818279,1.0706156682461815e-05
2604,207,nuclear,nuclear,0.0005380816220431505,raw,0.7816970796818277,0.0002462416036966218
1740,153,post,post,0.00039771250324928517,raw,0.7816970796818277,0.0001820046636018509
829,108,chemical,chemic,0.0002807382375877307,raw,0.7816970796818277,0.0001284738801895418
3178,36,parks,park,9.357941252924356e-05,raw,0.7816970796818277,4.282462672984727e-05
4212,36,historians,historian,9.357941252924356e-05,raw,0.7816970796818277,4.282462672984727e-05
4880,36,dominated,domin,9.357941252924356e-05,raw,0.7816970796818277,4.282462672984727e-05
452,18,analyze,analyz,4.678970626462178e-05,raw,0.7816970796818277,2.1412313364923634e-05
498,18,relevance,relev,4.678970626462178e-05,raw,0.7816970796818277,2.1412313364923634e-05
2627,18,nonetheless,nonetheless,4.678970626462178e-05,raw,0.7816970796818277,2.1412313364923634e-05
3243,18,nationally,nation,4.678970626462178e-05,raw,0.7816970796818277,2.1412313364923634e-05
4578,18,isaac,isaac,4.678970626462178e-05,raw,0.7816970796818277,2.1412313364923634e-05
4976,18,immigrants,immigr,4.678970626462178e-05,raw,0.7816970796818277,2.1412313364923634e-05
6558,18,preserving,preserv,4.678970626462178e-05,raw,0.7816970796818277,2.1412313364923634e-05
6792,18,utilized,util,4.678970626462178e-05,raw,0.7816970796818277,2.1412313364923634e-05
1754,9,attachment,attach,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
3454,9,drafted,draft,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
4032,9,enhancement,enhanc,2.339485313231089e-05,stem,0.7816970796818277,1.0706156682461817e-05
4068,9,prominence,promin,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
4579,9,grandson,grandson,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
5080,9,grouped,group,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
6164,9,committing,commit,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
6176,9,programming,program,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
7826,9,quotations,quotat,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
8336,9,mammalian,mammalian,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
8474,9,tucker,tucker,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
8497,9,istanbul,istanbul,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
8681,9,crane,crane,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
8927,9,catastrophic,catastroph,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
9255,9,donor,donor,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
9470,9,signatures,signatur,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
9843,9,decrees,decre,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
10469,9,photo,photo,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
10902,9,oppressed,oppress,2.339485313231089e-05,raw,0.7816970796818277,1.0706156682461817e-05
3699,52,merit,merit,0.0001351702625422407,raw,0.7778583033746619,6.209570875827854e-05
1237,68,destruction,destruct,0.00017676111255523786,raw,0.7758319602294298,8.13667907867098e-05
1835,34,comprehensive,comprehens,8.838055627761893e-05,raw,0.7758319602294298,4.06833953933549e-05
6868,34,arrested,arrest,8.838055627761893e-05,raw,0.7758319602294298,4.06833953933549e-05
1025,236,association,associ,0.0006134650376917078,raw,0.774940297218948,0.00028264253641699193
6225,25,enterprises,enterpris,6.498570314530803e-05,raw,0.7737289100326508,2.9977238710893088e-05
7581,25,oldest,oldest,6.498570314530803e-05,raw,0.7737289100326508,2.9977238710893088e-05
914,82,relative,rel,0.00021315310631661035,raw,0.7719882655548668,9.849664147864871e-05
3806,82,liberty,liberti,0.00021315310631661035,raw,0.7719882655548668,9.849664147864871e-05
3814,89,assembly,assembl,0.0002313491031972966,raw,0.7705237790837026,0.00010706156682461816
1166,194,principle,principl,0.0005042890564075903,raw,0.770420691613893,0.0002333942156776676
3079,242,population,popul,0.0006290616064465817,raw,0.7701932552003431,0.0002912074617629614
1453,137,response,respons,0.000356121653236288,raw,0.7700859187541497,0.00016487481290991199
2046,32,attributed,attribut,8.318170002599429e-05,raw,0.7692745596832705,3.854216405686254e-05
4866,32,causing,caus,8.318170002599429e-05,raw,0.7692745596832705,3.854216405686254e-05
8105,32,transport,transport,8.318170002599429e-05,raw,0.7692745596832705,3.854216405686254e-05
963,16,labeled,label,4.159085001299714e-05,raw,0.7692745596832705,1.927108202843127e-05
1806,16,rulers,ruler,4.159085001299714e-05,raw,0.7692745596832705,1.927108202843127e-05
1981,16,anatomy,anatomi,4.159085001299714e-05,raw,0.7692745596832705,1.927108202843127e-05
2976,16,manifest,manifest,4.159085001299714e-05,raw,0.7692745596832705,1.927108202843127e-05
5341,16,concentrations,concentr,4.159085001299714e-05,raw,0.7692745596832705,1.927108202843127e-05
4387,8,hop,hop,2.079542500649857e-05,stem,0.7692745596832705,9.635541014215635e-06
5734,8,transcended,transcend,2.079542500649857e-05,stem,0.7692745596832705,9.635541014215635e-06
3297,55,mainly,mainli,0.00014296854691967767,raw,0.7672563955270335,6.637817143126326e-05
531,204,specific,specif,0.0005302833376657135,raw,0.767098280260675,0.0002462416036966218
635,46,inherent,inher,0.00011957369378736678,raw,0.7644552732473215,5.567201474880145e-05
1479,23,imply,impli,5.978684689368339e-05,raw,0.7644552732473215,2.7836007374400724e-05
1656,23,rabbi,rabbi,5.978684689368339e-05,raw,0.7644552732473215,2.7836007374400724e-05
3046,23,prayers,prayer,5.978684689368339e-05,raw,0.7644552732473215,2.7836007374400724e-05
3698,23,assets,asset,5.978684689368339e-05,raw,0.7644552732473215,2.7836007374400724e-05
6958,23,scotland,scotland,5.978684689368339e-05,raw,0.7644552732473215,2.7836007374400724e-05
378,106,learning,learn,0.0002755393813361061,raw,0.7630049466696753,0.0001284738801895418
1082,233,influence,influenc,0.0006056667533142708,raw,0.7621469457590383,0.00028264253641699193
8712,30,spontaneous,spontan,7.798284377436964e-05,raw,0.7618944523856482,3.6400932720370175e-05
5129,37,trends,trend,9.617884065505589e-05,raw,0.7603058897005103,4.496585806633963e-05
1389,81,identified,identifi,0.00021055367819079802,raw,0.7597181729630524,9.849664147864871e-05
4645,44,productive,product,0.00011437483753574213,raw,0.7592242238297691,5.353078341230908e-05
3695,58,slavery,slaveri,0.00015076683129711463,raw,0.7578458638596478,7.066063410424798e-05
551,72,involves,involv,0.00018715882505848712,raw,0.7570044670914562,8.779048479618689e-05
1967,79,brain,brain,0.0002053548219391734,raw,0.7566957774764105,9.635541014215634e-05
3337,93,largest,largest,0.00024174681570054589,raw,0.7562179943808428,0.00011348526083409525
2126,177,james,jame,0.0004600987782687809,raw,0.7549396305122785,0.00021626436498572868
3246,168,conference,confer,0.00043670392513646996,raw,0.7535262027151313,0.0002055582083032669
3726,28,stuart,stuart,7.2783987522745e-05,raw,0.7535262027151313,3.4259701383877815e-05
5268,28,partners,partner,7.2783987522745e-05,raw,0.7535262027151313,3.4259701383877815e-05
4273,21,herbert,herbert,5.4587990642058745e-05,raw,0.7535262027151313,2.569477603790836e-05
4780,21,functioning,function,5.4587990642058745e-05,raw,0.7535262027151313,2.569477603790836e-05
1503,14,articulated,articul,3.63919937613725e-05,stem,0.7535262027151313,1.7129850691938907e-05
1555,14,deeds,deed,3.63919937613725e-05,raw,0.7535262027151313,1.7129850691938907e-05
3807,14,liberties,liberti,3.63919937613725e-05,raw,0.7535262027151313,1.7129850691938907e-05
4837,14,fitness,fit,3.63919937613725e-05,raw,0.7535262027151313,1.7129850691938907e-05
5270,14,surroundings,surround,3.63919937613725e-05,raw,0.7535262027151313,1.7129850691938907e-05
5570,14,analogous,analog,3.63919937613725e-05,raw,0.7535262027151313,1.7129850691938907e-05
9457,14,invisible,invis,3.63919937613725e-05,raw,0.7535262027151313,1.7129850691938907e-05
9658,14,elect,elect,3.63919937613725e-05,raw,0.7535262027151313,1.7129850691938907e-05
10674,14,symbolism,symbol,3.63919937613725e-05,raw,0.7535262027151313,1.7129850691938907e-05
199,7,discern,discern,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
595,7,prevalence,preval,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
951,7,transcription,transcript,1.819599688068625e-05,stem,0.7535262027151313,8.564925345969454e-06
1579,7,forbid,forbid,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
2771,7,preamble,preambl,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
3033,7,empires,empir,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
3747,7,detrimental,detriment,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
3955,7,arisen,arisen,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
3975,7,fullness,full,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
4054,7,woodrow,woodrow,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
4648,7,individualistic,individualist,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
4770,7,conceptually,conceptu,1.819599688068625e-05,stem,0.7535262027151313,8.564925345969454e-06
5006,7,responsive,respons,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
5415,7,seals,seal,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
5575,7,idealistic,idealist,1.819599688068625e-05,stem,0.7535262027151313,8.564925345969454e-06
5900,7,redundant,redund,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
6305,7,traditionalists,traditionalist,1.819599688068625e-05,stem,0.7535262027151313,8.564925345969454e-06
6317,7,classifications,classif,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
6665,7,intertwined,intertwin,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
6690,7,quotes,quot,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
7554,7,ethos,etho,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
7627,7,encompass,encompass,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
7858,7,vigil,vigil,1.819599688068625e-05,stem,0.7535262027151313,8.564925345969454e-06
7954,7,resisting,resist,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
8855,7,balancing,balanc,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
9331,7,outrage,outrag,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
9409,7,disadvantage,disadvantag,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
9446,7,conservatives,conserv,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
9627,7,inappropriate,inappropri,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
9976,7,familial,famili,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
10037,7,restricting,restrict,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
10459,7,poster,poster,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
10493,7,sued,su,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
10653,7,rocker,rocker,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
11879,7,exodus,exodu,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
12020,7,dow,dow,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
13508,7,awakened,awaken,1.819599688068625e-05,raw,0.7535262027151313,8.564925345969454e-06
13804,7,glorify,glorifi,1.819599688068625e-05,stem,0.7535262027151313,8.564925345969454e-06
3379,243,services,servic,0.000631661034572394,raw,0.7524979249895655,0.0002976311557724385
308,164,source,sourc,0.0004263062126332207,raw,0.7504820603339032,0.00020127574563028215
729,373,university,univers,0.0009695866909279958,raw,0.7495128194016727,0.00045822350600936576
2264,101,roman,roman,0.00026254224070704446,raw,0.7485879210745487,0.00012419141751655708
160,47,define,defin,0.0001221731219131791,raw,0.7482211504854381,5.781324608529381e-05
393,167,primary,primari,0.00043410449701065766,raw,0.7475560357286275,0.0002055582083032669
4414,40,killing,kill,0.00010397712503249285,raw,0.7472956529644953,4.9248320739324355e-05
1648,73,holds,hold,0.00018975825318429945,raw,0.7467002376447315,8.993171613267926e-05
2507,66,japan,japan,0.0001715622563036132,raw,0.7459789970797486,8.13667907867098e-05
4573,66,agricultural,agricultur,0.0001715622563036132,raw,0.7459789970797486,8.13667907867098e-05
541,302,person,person,0.000785027293995321,raw,0.7452821329400493,0.0003725742525496712
10510,26,seats,seat,6.758513127112035e-05,raw,0.7439567516989808,3.211847004738545e-05
2511,45,establishing,establish,0.00011697426566155446,raw,0.7424763665285463,5.567201474880145e-05
3400,64,formation,format,0.00016636340005198857,raw,0.7418755854951563,7.922555945021744e-05
2336,57,harmony,harmoni,0.00014816740317130233,raw,0.7404541211477788,7.066063410424798e-05
1531,38,empire,empir,9.87782687808682e-05,raw,0.7404541211477786,4.7107089402831995e-05
3595,38,altered,alter,9.87782687808682e-05,raw,0.7404541211477786,4.7107089402831995e-05
823,19,sociological,sociolog,4.93891343904341e-05,raw,0.7404541211477786,2.3553544701415998e-05
3237,19,taxation,taxat,4.93891343904341e-05,raw,0.7404541211477786,2.3553544701415998e-05
8077,19,arising,aris,4.93891343904341e-05,raw,0.7404541211477786,2.3553544701415998e-05
883,260,considered,consid,0.0006758513127112035,raw,0.737312208980312,0.0003233259318103469
303,423,study,studi,0.001099558097218612,raw,0.7359510578936238,0.0005267429087771213
2843,24,corruption,corrupt,6.238627501949571e-05,raw,0.7329069155123956,2.9977238710893088e-05
3143,24,vulnerable,vulner,6.238627501949571e-05,raw,0.7329069155123956,2.9977238710893088e-05
18,12,skeptical,skeptic,3.1193137509747856e-05,raw,0.7329069155123956,1.4988619355446544e-05
906,12,prompted,prompt,3.1193137509747856e-05,raw,0.7329069155123956,1.4988619355446544e-05
1412,12,uphold,uphold,3.1193137509747856e-05,raw,0.7329069155123956,1.4988619355446544e-05
1858,12,nicholas,nichola,3.1193137509747856e-05,raw,0.7329069155123956,1.4988619355446544e-05
1957,12,generating,gener,3.1193137509747856e-05,raw,0.7329069155123956,1.4988619355446544e-05
2324,12,perceptual,perceptu,3.1193137509747856e-05,raw,0.7329069155123956,1.4988619355446544e-05
3581,12,mentions,mention,3.1193137509747856e-05,raw,0.7329069155123956,1.4988619355446544e-05
3847,12,facto,facto,3.1193137509747856e-05,raw,0.7329069155123956,1.4988619355446544e-05
3978,12,inform,inform,3.1193137509747856e-05,raw,0.7329069155123956,1.4988619355446544e-05
4478,12,masculinity,masculin,3.1193137509747856e-05,stem,0.7329069155123956,1.4988619355446544e-05
7888,12,negotiated,negoti,3.1193137509747856e-05,raw,0.7329069155123956,1.4988619355446544e-05
8038,12,edited,edit,3.1193137509747856e-05,raw,0.7329069155123956,1.4988619355446544e-05
9121,12,exotic,exot,3.1193137509747856e-05,raw,0.7329069155123956,1.4988619355446544e-05
9161,12,yields,yield,3.1193137509747856e-05,raw,0.7329069155123956,1.4988619355446544e-05
9728,12,bans,ban,3.1193137509747856e-05,stem,0.7329069155123956,1.4988619355446544e-05
10369,12,condemnation,condemn,3.1193137509747856e-05,raw,0.7329069155123956,1.4988619355446544e-05
10542,12,statutes,statut,3.1193137509747856e-05,raw,0.7329069155123956,1.4988619355446544e-05
11286,12,palestine,palestin,3.1193137509747856e-05,raw,0.7329069155123956,1.4988619355446544e-05
1916,106,internal,intern,0.0002755393813361061,raw,0.7302151238466845,0.00013275634286252652
1303,41,cited,cite,0.00010657655315830518,raw,0.7294286511360708,5.138955207581672e-05
4561,29,continent,contin,7.538341564855731e-05,raw,0.7279929007099666,3.6400932720370175e-05
5322,29,fuels,fuel,7.538341564855731e-05,stem,0.7279929007099666,3.6400932720370175e-05
7106,29,pierre,pierr,7.538341564855731e-05,raw,0.7279929007099666,3.6400932720370175e-05
3507,104,speech,speech,0.0002703405250844814,raw,0.7274274497477701,0.00013061511152603417
652,150,key,key,0.0003899142188718482,raw,0.727208894397758,0.00018842835761132798
2754,138,germany,germani,0.0003587210813621003,raw,0.7267149452644747,0.00017343973825588143
3270,138,campaign,campaign,0.0003587210813621003,raw,0.7267149452644747,0.00017343973825588143
